program_id,code,error_id_1,error_id_2,error_class_id
prog29235,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 	int n1,n2;char a[500],b[500],c[501];
  5 	scanf(""%d %d"",&n1,&n2);
  6 	for (i=0;i<n1;i++)
  7 	{
  8 	    scanf(""%c"",&a[i]);
  9 	}
 10 	for (i=0;i<n2;i++)
 11 	{
 12 	    scanf(""%c"",&b[i]);
 13 	}
 14 	return 0;
 15 }",ID,NoDef,0
prog07267,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 int a,b,i,j,k,s,q;
  5 int x[501],m[501],c[501];
  6 scanf(""%d\n"",&a);
  7 scanf(""%d\n"",&b);
  8 for(i=0;i<a;i++)
  9 {x[i]=getchar();
 10 }
 11 for(j=0;j<b;j++)
 12 {m[i]=getchar();
 13 }
 14 if(b>a)
 15 {s=b-a;
 16     for(k=a-1;k>=0;k--)
 17  {c[k]=x[k]+m[k+s];
 18   printf(""%d"",c[k]);
 19  }}
 20  else
 21  {q=a-b;
 22  for(k=b-1;k>=0;k--)
 23  {c[k]=m[k]+x[k+q];
 24  printf(""%d"",c[k]);
 25  }
 26 	return 0;
 27 }",Bound,NotMatch,3
prog26109,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int max(int a,int b){
  4     if(a>b){
  5         return a;
  6     }
  7     else {
  8         return b;
  9     }
 10 }
 11 int main() {
 12     int n1,n2;
 13     scanf(""%d%d"",&n1,&n2);
 14     char c1=getchar();//c1 is used to store '\n'
 15     char a[500];
 16     int i,j;
 17     for(i=0;i<n1;i++){
 18         a[i]=getchar();
 19     }
 20     char c2=getchar();//c2 is used to store '\n'
 21     char b[500];
 22     for(j=0;j<n2;j++){
 23         b[j]=getchar();
 24     }
 25     char s[501];
 26     int l;
 27     for(l=0;l<max(n1,n2),l++){
 28         if(a[l]+b[l]>103){
 29             s[l]=(a[l]+b[l]-94)%10+47;
 30         }
 31         else{
 32             s[l]=a[l]+b[l]-47;
 33         }
 34     }
 35 	return 0;
 36 }",Bound,WrongUsage,4
prog42657,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 void readarray(int arr[],int size)
  4 {
  5     int i=0;
  6     int ch=getchar();
  7 	while(i<size && ch!=EOF)
  8 	{
  9 	    arr[i]=ch;
 10 	    i++;
 11 	    ch=getchar();
 12 	}
 13 }
 14 int main() {
 15 	int arr1[500];
 16     int arr2[500];
 17 	int size1,i,size2;
 18 	scanf(""%d"",&size1);
 19 	scanf(""%d"",&size2);
 20 	readarray(arr1,size1);
 21 	for(i=0;i<size;i++)
 22     {
 23         printf(""%d"",arr1[i]);
 24     }    
 25     return 0;
 26 }",ID,NoDef,0
prog29347,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4     int n,k,i,j;
  5     scanf(""%d"",&n);
  6     scanf(""%d"",&k);
  7     int A[n],B[k];
  8     for(i=0;i<2;i++)
  9     {scanf(""1%d"",&A[i]);
 10 	 }
 11 	 for(i=0;i<2;i++)
 12 	 {printf(""%d""A[i]);}
 13 	return 0;
 14 }",APIcall,WrongUsage,7
prog08652,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 	int size1,size2;
  5 	scanf(""%d\n"",&size1);
  6 	scanf(""%d\n"",&size2);
  7 	char a[size1],b[size2];
  8 	for(i=0;i<size1;i++){
  9 	    scanf(""%c"",&a[i]);
 10 	}
 11 	for(i=0;i<size2;i++){
 12 	    scanf(""%c"",&b[i]);
 13 	}
 14 	return 0;
 15 }",ID,NoDef,0
prog13285,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() 
  4 {
  5     int n1,n2,i,c=0,t=-1,s;
  6     scanf(""%d"",n1);
  7     scanf(""%d"",n2);
  8     int num1[500],num2[500],sum[501];
  9     char ch;
 10     for(i=0;i<n1;++i)
 11         {
 12             scanf(""%c"",&ch);
 13             num1[i]=ch-'0';
 14         }
 15     for(i=0;i<n2;++i)
 16         {
 17             scanf(""%c"",&ch);
 18             num2[i]=ch-'0';
 19         }
 20     int t1=n1;
 21     int t2=n2;
 22     if(n1>n2)
 23     {
 24         for(i=n1-1,j=n2-1;i>=0,j>=0;--i,--j)
 25             {
 26              t=num1[i]+num2[j];
 27              if(t+c>9)
 28                 {
 29                     sum[i]=t%10+c;
 30                     c=t/10;
 31                 }
 32             }
 33     }
 34     if(n2>n1)
 35     {
 36         for(i=n1-1,j=n2-1;i>=0,j>=0;--i,--j)
 37             {
 38              t=num1[i]+num2[j];
 39              if(t+c>9)
 40                 {
 41                     sum[i]=t%10+c;
 42                     c=t/10;
 43                 }
 44             }
 45     }
 46 	return 0;
 47 }",ID,NoDef,0
prog51197,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() { int a,b,i,r;
  4             scanf (""%d\n%d\n"",&a,&b);
  5             if (a>b) {r=a;}
  6             else {r=b;}
  7             char c[a],e[a],f[b], d[b];
  8              scanf(""%s"",c);
  9              scanf (""%s"",d);
 10              for (i=0;i<a;i++) {
 11                  e[a-1-i]= c[i];
 12              }
 13             for (i=0;i<b;i++) {
 14                  f[b-1-i]= d[i];
 15              }
 16            for (i=0;i<)
 17 	return 0;
 18 }",KeyWord,WrongUsage,8
prog23832,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 	int a[500],b[500],res[501];
  5 	int n,m;  int i,k;
  6 	scanf(""%d%d"",&n,&m);
  7 	for(i=0;i<n;++i)
  8 	scanf(""%d"",&a[i])   
  9 	for(k=0;k<m;++k)
 10 	scanf(""%d"",&a[k])
 11 	for(flag=0;;--i,--k)
 12 	res[flag]=flag+re
 13 	return 0;
 14 }",Bound,Lost,1
prog06625,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 #include <math.h>
  4 int main() {
  5 	int n1, n2, i, j=0;
  6 	scanf(""%d\n%d\n"", &n1, &n2);
  7 	char a[n1], b[n2];
  8 	char ch, x;
  9 	scanf(""%d\n%d\n"", &n1, &n2){
 10 	    int a[n1], b[n2];
 11 	    scanf(""%c"",&ch);
 12 	    for(i=0;i<n1; i++){
 13 	        a[i]=ch;
 14 	        scanf(""%c"", &ch)
 15 	    }
 16 	}
 17 	return 0;
 18 }",Bound,Lost,1
prog20381,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 	char ch;
  5 	int size1, size2,actual,i;
  6 	scanf(""%d %d"", &size1, &size2);
  7 	if (size1<size2) {
  8 	    actual_size=size2;
  9 	    }
 10 	else if (size1>size2) {
 11 	    actual=size1;
 12 	}
 13 	else actual=size1;
 14 	char first[actual];
 15 	for (i=0; i<actual; i++) {
 16 	    ch=getchar();
 17 	    first[i]=ch;
 18 	}
 19 	char second[actual];
 20 	for (i=0; i<actual; i++) {
 21 	    ch=getchar();
 22 	    second[i]=ch;
 23 	}
 24 	char result[actual+2];
 25 	for (i=0; i<actual+2; i++) {
 26 	    result[ (actual+2) - i]= ( ( ('first[actual-i]'-'0') + ('second[actual-i]'-'0') ) %10);
 27 	    result[ (actual+2)-i-1]= ( ( ( ('first[actual-i]'-'0') + ('second[actual-i]'-'0') ) / 10)*10 + 
 28 	                             ( ('first[actual-i-1]'-'0') + ('second[actual-i-1]'-'0') ) %10 );
 29 	}
 30 	for (i=0; i<actual+2; i++) {
 31 	    printf(""%c"", result[i] );
 32 	}
 33 	return 0;
 34 }",ID,NoDef,0
prog38461,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int get_num(char c)
  4 {
  5     switch(char c)
  6     {
  7         case '1': return 1;
  8         case '2': return 2;
  9         case '3': return 3;
 10         case '4': return 4;
 11         case '5': return 5;
 12         case '6': return 6;
 13         case '7': return 7;
 14         case '8': return 8;
 15         case '9': return 9;
 16     }
 17 }
 18 void read_arr(char c[], int num[], int size)
 19 {
 20     int i;
 21     for(i=0; i<size; i++)
 22         num[i]=get_num(c[i]);
 23 }
 24 int main() 
 25 {
 26 	return 0;
 27 }",Type,WrongUsage,10
prog39087,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 	          int sz1,sz2;
  5 	          scanf(""%d\n"",&sz1);
  6 	          scanf(""%d\n"",&sz2);
  7 	          char arry1[sz1];
  8 	          char arry2[sz2];
  9 	          for(i=0;i<sz1;i++)
 10 	          {  scanf(""%c"",&arry1[i]);//to read digits
 11 	          }
 12 	          for(i=0;i<sz2;i++)
 13 	          { 
 14 	              scanf(""%c"",&arry2[i]);
 15 	          }
 16 	return 0;
 17 }",ID,NoDef,0
prog11296,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 int i,j;
  5 int m,n;
  6 int sum;
  7 int a[500];
  8 int b[500];
  9 scanf(""%d%d"",&m,&n);
 10 for(i=0;i<n;i++)
 11 {
 12     scanf(""%d"",&a[i]);
 13 }
 14 for(j=0;j<m;j++)
 15 {
 16     scanf(""%d"",&b[j]);
 17 }
 18 if(m==n){
 19 sum=a[i]+b[j];
 20 printf(""%d"",sum)}
 21 	return 0;
 22 }",Bound,Lost,1
prog59211,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int max(int a,int b){
  4     if (a>b){
  5         return a;
  6     }
  7     else return b;
  8 }
  9 int main() {
 10     int n1,n2,i,j;
 11     scanf(""%d\n%d\n"",&n1,&n2);
 12     int p=max(n1,n2),num1[p],num2[p];
 13 	for (i=0;i<n1;i++){
 14 	    scanf(""%d\n"",&num1[i]);
 15 	    printf(""%d"",num1[i])
 16 	}
 17 	for (j=0;j<n2;j++){
 18 	    scanf(""%d\n"",&num2[j]);
 19 	}
 20 	int k,l,a[p+1];
 21 	for(k=0;k<p+1;k++){
 22 	    if((num1[p-1-i]+num2[p-1-i])<=9){
 23 	        a[p-i]=num1[p-i-1]+num2[p-i-1];
 24 	    }
 25 	    else{
 26 	        a[p-i]=num1[p-1-i]+num2[p-1-i]-10;
 27 	        num1[p-2-i]=num1[p-2-i]+1;
 28 	    }
 29 	}
 30 	return 0;
 31 }",Bound,Lost,1
prog45197,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4     int n,b;
  5     scanf(""%d"",&n);
  6     int a[n];
  7     scanf(""%d"",&a[n]);
  8     scanf(""%d"",&m);
  9     int b[m];
 10     scanf(""%d"",&a[m]);
 11     printf(""%d"",a[n]+b[m]);
 12 	return 0;
 13 }",ID,NoDef,0
prog51677,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 	int a[500],b[500],c[n+1],n,t;
  5 	scanf(""%d\n"",&n);
  6 	scanf(""%d\n"",&t);
  7 	scanf(""%s\n"",&a[n]);
  8 	scanf(""%s\n"",&b[t]);
  9 	c[n+1]=a[n]+b[t];
 10 	printf(""%s"",c[n+1]);
 11 	return 0;
 12 }",ID,NoDef,0
prog47205,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 	int s1,s2,i;
  5 	char a[501],b[501],res[501];
  6 	scanf(""%d%d"",&s1,&s2);
  7 	for(i=0;i<501;i++){
  8 	    a[i]=0;
  9 	    b[i]=0;
 10 	    res[i]=0;
 11 	}
 12 	for(i=s1-1;i>=0;i--){
 13 	     c=getchar();
 14 	     if(c=='\n')break;
 15 	     else a[i]=c;
 16 	}
 17 	for(i=s2-1;i>=0;i--){
 18 	    c=getchar();
 19 	    if(c=='\n')break;
 20 	    else b[i]=c;
 21 	}
 22 	for(i=0;i<501;i++){
 23 	    printf(""%c%c"",a[i],b[i]);
 24 	    if(a[i]+b[i]-2*'0'<=9)res[i]=a[i]+b[i]-'0';
 25 	    else {
 26 	    res[i]=a[i]+b[i]-'0'-10;
 27 	    a[i+1]=a[i+1]+1;
 28 	    }
 29 	}
 30 	for(i=500;i>=0;i--){
 31 	}
 32 	return 0;
 33 }",ID,NoDef,0
prog56221,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int carry(int p){
  4     if(p<9){return 0;}
  5     if(p>9){return (p/10);}
  6 }
  7 int main() {
  8     int n,m,i,j,a[i],b[i],c[i];
  9     scanf(""%d"",&n);
 10     scanf(""%d"",&m);
 11     for(i=0;i<n;i++){
 12         scanf(""%d"",a[i]);
 13     }
 14     for(j=0;j<m;j++){
 15         scanf(""%d"",&b[j]);
 16     }
 17     for(i=1;i<n;i++){
 18         p=a[n-i]+b[m-i];
 19         if(p>9){p=p%10;}
 20         c[n-i]=p+carry(p);
 21     }
 22     for(i=0;i<20;i++){
 23         print(""%d"",c[i]);
 24     }
 25 	return 0;
 26 }",ID,NoDef,0
prog13734,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 	/*char a[500],b[500],c[600];
  5 	int e,d,i,j=0,k,l,carry=0;
  6 	scanf(""%d"",&e);
  7 	scanf(""%d"",&d);
  8 	for(i=0;i<=(e-1);i++)
  9 	{
 10 	    a[i]=getchar();
 11 	    a[i]=a[i]-'0';
 12 	}
 13 	for(i=0;i<=(d-1);i++)
 14 	{
 15 	    b[i]=getchar();
 16 	    b[i]=b[i]-'0';
 17 	}
 18 	while((e-1)>=0&&(d-1)>=0)
 19 	{
 20 	   c[j]=(a[e-1]+b[d-1]+carry)%10;
 21 	   carry=(a[e-1]+b[d-1]+carry)/10;
 22 	   e--;d--;j++;
 23 	}
 24 	while((e-1)>=0)
 25 	{
 26 	    c[j]=(a[e-1]+carry)%10;
 27 	    carry=(a[e-1]+carry)/10;
 28 	   e--;j++;
 29 	}
 30 	while((d-1)>=0)
 31 	{
 32 	    c[j]=(b[d-1]+carry)%10;
 33 	    carry=(b[d-1]+carry)/10;
 34 	   d--;j++;
 35 	}
 36 	for(k=j;k>=0;k--)
 37 	{
 38 	    printf(""%d"",c[k]);
 39 	}
 40 	return 0;
 41 }*/
 42 char a[500],b[500],c[600];
 43 	int e,d,i,j=0,k,l,carry=0;
 44 	scanf(""%d"",&e);
 45 	scanf(""%d"",&d);
 46 	for(i=0;i<=(e-1);i++)
 47 	{
 48 	    a[i]=getchar();
 49 	    a[i]=a[i]-'0';
 50 	    printf(""%d"",a[i]);
 51 	}
 52 	printf(""%d"",a[i]);
 53 	return 0;",Bound,NotMatch,3
prog19275,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() 
  4 {
  5 	int i;
  6 	int a[i],b[i],c,d,e,f,g[i];
  7 	scanf(""%d\n"",&c);
  8 	scanf(""%d\n"",&d);
  9 	for(i=0;i<c;i++)
 10 	{
 11 	    scanf(""%d"",&a[i]);
 12 	}
 13 	for(i=0;i<d;i++)
 14 	{
 15 	    scanf(""%d"",&b[i])
 16 	}
 17 	if(c>=d)
 18 	{
 19 	    for(e=c-1;e>=c-d;e--)
 20 	    {
 21 	        g[e]=(a[e]+b[e+d-c])%10+(a[e+1]+b[e+d-c+1]-(a[e+1]+b[e+d-c+1])%10)/10;
 22 	    }
 23 	        for(e=c-d-1;e>=0;e--)
 24 	        {
 25 	            g[e]=a[e]+(a[e+1]-a[e+1]%10)/10;
 26 	        }
 27 	        for(e=0;e<c;e++)
 28 	        {
 29 	            printf(""%d"",g[e]);
 30 	        }
 31 	}
 32 	return 0;
 33 }",Bound,Lost,1
prog55594,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 int i,a[4];
  5 int sum=0;
  6 for(i=3;i<=4;i++){
  7     scanf(""%d"",&a[i]);
  8     a[i]={a[1],a[2],a[3],a[4]};
  9     sum=sum+a[i];}
 10     printf(""%d"",sum);
 11 	return 0;
 12 }",Not,Include,2
prog48123,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main()
  4 {
  5 	int n1,n2,i,a,b;
  6 	scanf(""%d"",&n1);
  7 	scanf(""%d"",&n2);
  8 	if(n1<10||n2<10)
  9 	{
 10 	    scanf(""%d"",&a);
 11 	    scanf(""%d"",&b);
 12 	    printf(""%d"",a+b);
 13 	}
 14 	else
 15 	{
 16 	char ar1[n1],ar2[n2],ar3[n1];
 17 	for(i=0;i<=n1;i++)
 18 	{    
 19 	    scanf(""%c"",&ar1[i]);
 20 	}
 21 		for(i=0;i<=n2;i++)
 22 	{    
 23 	    scanf(""%c"",&ar2[i]);
 24 	}
 25       for(i=0;i<n1;i++)
 26       {
 27           if(ar2[n1-1-i]-ar1[n1-i-1]>=9)
 28         {  ar3[n1-i]='1'; ar3[n1-1-i]=0;}
 29         else
 30         {
 31           ar3[n1-i-1]=ar1[n1-1-i]+ar2[n1-i-1];
 32         }
 33       }
 34 	for(i=0;i<n1;i++)
 35 	{
 36 	    printf(""%c""ar3[i]);
 37 	}
 38 	}
 39 	return 0;
 40 }",APIcall,WrongUsage,7
prog21236,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 	int a[500],b[500],x,y,i;
  5 	scanf(""%d"",&x,&y);
  6 	for(i=0;i<x;i++)
  7 	{
  8 	    scanf(""%d"",&a[i]);
  9 	}
 10 	for(i=0;i<y,i++)
 11 	{
 12 	    scanf(""%d"",&b[i]);
 13 	}
 14 	for(i=0;i<x;i++)
 15 	printf (""%d"",a[i]);
 16 	for(i=0;i<y;i++)
 17 	printf (""%d"",b[i]);
 18 	return 0;
 19 }",Bound,WrongUsage,4
prog18644,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 void read(char s[], int n){
  4     char ch;
  5     ch=getchar();
  6     int i=0;
  7     while(ch!=EOF&&i<n){
  8         s[i]=ch;
  9         ch=getchar();
 10         i++;
 11     }
 12 }
 13 int main() {
 14 	int s1,s2,i;
 15 	scanf(""%d"",&s1)
 16 	scanf(""%d\n"",&s2);
 17 	char a[s1],b[s2];
 18 	read(a,s1);
 19 	read(b,s2);
 20 	    for (i=0;i<s1;i++){
 21 	    printf(""%c"",a[i]);
 22 	    }
 23 	    for (i=0;i<s2;i++){
 24 	    printf(""%c\n"",b[i]);
 25 	    }
 26 	return 0;
 27 }",Bound,Lost,1
prog44511,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4     int a,b,i,j;int y = 1;
  5     scanf(""%d"",&a);
  6     scanf(""%d"",&b);
  7     int c[a];int h;
  8     int d[b];int g;
  9     i = 0;g = 0; h = 0;
 10     while(i<a)
 11     {   
 12         scanf(""%d"",&c[i]);
 13         g = g + y*c[i];
 14         y = y*10;
 15         i++;
 16     }printf(""%d\n"",g);
 17     j = 0;y = 1;
 18     while(j<b)
 19     {  
 20         scanf(""%d"",&d[j]);
 21         h = h + y*d[j];
 22          y = y*10;
 23         j++;
 24     }
 25     printf(""%d"",g+h);printf(""%d"",c[0]+d[0])
 26 	return 0;
 27 }",Bound,Lost,1
prog48706,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() 
  4 {
  5 	int s1,s2,I;
  6 	scanf(""%d"",&s1);
  7 	scanf(""%d"",&s2);
  8 	char A[510],B[510],C[510];
  9     scanf(""%s"",A);                 
 10     scanf(""%s"",B);
 11     for(i=s1-1;i>=0;i--)
 12     {
 13         C[i]=A[i]+B[i];
 14     }
 15     printf(""%s"",C);
 16 		return 0;
 17 }",ID,NoDef,0
prog01979,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4     int size1, size2, i, j, k, l;
  5     int r[501];
  6     char arr1[501], arr2[501];
  7     scanf(""%d\n"", &size1);
  8     scanf(""%d\n"", &size2);
  9     for(i=0; i<size1; i++)
 10     {
 11         scanf(""%c"", &arr1[i]);
 12     }
 13     for(j=0; j<size2; j++)
 14     {
 15         scanf(""%c"", &arr2[j]);
 16     }
 17     for(k = size1-1, l = size2-1, i=0; k>=0, l>=0, i<501; k--, l--, i++)
 18     {
 19         r[i] = (arr1[k] - '0') + (arr[l] - '0');
 20         if(r[i]>=10)
 21         {
 22             r[i] = r[i]%10;
 23             r[i+1] = r[i+1] + 1;
 24         }
 25         printf(""%d"", r[i]);
 26     }
 27 	return 0;
 28 }",ID,NoDef,0
prog12856,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 #include <math.h>
  4 int main() {
  5     int a,b,i,j,k,l;
  6     long long int x,y,m,n,sum;
  7     scanf(""%d"",&a);
  8     scanf(""%d"",&b);
  9     scanf(""%lld"",&m);
 10     scanf(""%lld"",&n);
 11     for(i=0;i<a;i++)
 12     {
 13         for(j=1;j<=9;j++)
 14         {
 15             x=x+j*pow(10,i);
 16         }
 17     }
 18     m=x
 19     for(k=0;k<b;k++)
 20     {
 21         for(l=1;l<=9;l++)
 22         {
 23             y=y+l*pow(10,k-1);
 24         }
 25     }
 26     n=y
 27     sum=m+n;
 28     printf(""%lld"",sum);
 29 	return 0;
 30 }",Bound,Lost,1
prog05715,"  1 #include<stdio.h>
  2 
  3 int prod(int a[],int N)
  4 {
  5     if(N==2)
  6         return a[N-2]*a[N-1];
  7     else
  8     {
  9         return a[N]*prod(a,N-1);
 10     }
 11 }
 12 
 13 int main()
 14 {
 15     //Write your code here.
 16     long int N,res;
 17     int i;
 18     long int a[N];
 19     scanf(""%ld"",&N);
 20     for(i=0;i<N;i++)
 21     {
 22         scanf(""%ld"",&a[i])
 23     }
 24     res=prod(a,N);
 25     printf(""%ld"",res);
 26     return 0;
 27 }",Bound,Lost,1
prog23629,"  1 #include<stdio.h>
  2 int product(int n , int a[n]){
  3     
  4 }
  5 int main()
  6 {
  7     int n,i;
  8     scanf(""%d"",&n);
  9     int a[n];
 10     for(i=0;i<n;i++){
 11         scanf(""%d"",&a[i]);
 12     }
 13     product( a , n )
 14     printf(""%d"",product);
 15     return 0;
 16 }",Bound,Lost,1
prog40580,"  1 #include<stdio.h>
  2 
  3 int a[100];
  4 int count=1,n;
  5 
  6 int pro(int n)
  7 {
  8     count=count*a[n];
  9     if(N==0)
 10     return count;
 11     return pro(n-1);
 12 }
 13 
 14 
 15 int main()
 16 {
 17     int n;
 18     scanf(""%d"",&n);
 19     
 20     for(int i=0;i<n;i++)
 21     {
 22         scanf(""%d"",&a[i]);
 23     }
 24     
 25     int c=pro(n);
 26     
 27     printf(""%d"",c);
 28     return 0;
 29 }",ID,NoDef,0
prog40663,"  1 #include<stdio.h>
  2 int prod(int c[],int start,int size,int product)
  3 {
  4     
  5     
  6     if(start==size)
  7     {
  8         return product; 
  9     }
 10     return prod(c,start+1,size,product*c[start])
 11 }
 12 int main()
 13 {
 14     int i,n,result;
 15     scanf(""%d\n"",&n);
 16     int a[n];
 17     for(i=0;i<n;i++)
 18     {
 19         scanf(""%d"",&a[i]);
 20     }
 21     result =prod(a,0,n,1);
 22     
 23     return 0;
 24 }",Bound,Lost,1
prog34962,"  1 #include<stdio.h>
  2 int p=1;
  3 int product(int N)
  4 {
  5     int n;
  6     if(n<N)
  7     {
  8     scanf(""%d"",&a);
  9     return n*product(n+1);
 10     }
 11 }
 12 int main()
 13 {
 14     //Write your code here.
 15     int N;
 16     scanf(""%d"",&N);
 17     printf(""%d"",product(N));
 18     return 0;
 19 }",ID,NoDef,0
prog58204,"  1 #include<stdio.h>
  2 int a[100]={0};
  3  product(int i)
  4 {
  5     if(i==0)
  6     return a[0];
  7     else 
  8     return (a[i]*product(i-1));
  9 }
 10 
 11 int main()
 12 {
 13     int n;int i;
 14     scanf(""%d\n"",&n);
 15     for(i=0;i<n;i++)
 16         {
 17             scanf(""%d"",&a[i]);
 18             
 19         }
 20       int result=0;
 21     result=product(n-1);
 22     printf(""%d"",result);
 23     printf(""%d"",1000000000)
 24                   
 25     
 26     
 27     return 0;
 28 }",Bound,Lost,1
prog09243,"  1 #include<stdio.h>
  2 
  3 int product(int num1,int num2,int i,int prod)
  4 {
  5     prod=num1*num2;
  6     if(i<1)
  7         return prod;
  8     else
  9         return product(*(a+i),*(a+i-1),i--,prod);
 10     
 11 }
 12 
 13 int main()
 14 {
 15     //Write your code here.
 16     int n,i;
 17     float prod=1.0;
 18     scanf(""%d\n"",&n);
 19     int a[n];
 20     for(i=0;i<n;i++)
 21     {
 22         scanf(""%d "",&a[i]);
 23     }
 24     i=n-1;
 25     printf(""%f"",product(*a,*(a+1),i,prod));
 26     return 0;
 27 }",ID,NoDef,0
prog32637,"  1 #include<stdio.h>
  2 int n,pro;
  3 
  4 long int product(long int a)
  5 {
  6     int num;
  7     scanf(""%d"",&num);
  8     if(a==n-1)
  9         return pro*num;
 10     else
 11         return pro*product(a+1);
 12 }
 13 int main()
 14 {
 15     //Write your code here.
 16     int i;
 17     scanf(""%d"",&n);
 18     for(i=0;i<n;i++)
 19         scanf(""%d"",&arr[i]);
 20     printf(""%ld"",product(0));
 21     
 22     return 0;
 23 }",ID,NoDef,0
prog43068,"  1 #include<stdio.h>
  2 float prod(int a[],int size){
  3     if(size==1)
  4     {
  5         printf(""%d"",a[0]);
  6         return a[0];
  7     }
  8     if(size>1)
  9     {
 10         int c,i;
 11         for(i=0;i<size;i++)
 12         {c=a[size-i]*prod(a[size-(i+1)],size-(i+1));}
 13         printf(""%d"",c);
 14         return c;
 15     }
 16 }
 17 
 18 int main()
 19 {
 20     int N,i;
 21     scanf(""%d\n"",&N);
 22     int a[N];
 23     for(i=0;i<N;i++)
 24     {
 25         scanf(""%d"",&a[i]);
 26     }
 27     prod(a[],N);
 28     
 29     
 30     return 0;
 31 }",op,DataLost,5
prog27143,"  1 #include<stdio.h>
  2 int pro(double a[10000],int n,double product);
  3 int main()
  4 {
  5     int n,i;
  6     double a[10000],product;
  7     scanf(""%d\n"",&n);
  8     for(i=0;i<n;i++)
  9     {
 10         scanf(""%lf"",&a[i]);
 11     }
 12     printf(""%lf"",pro(a,n,product));
 13     return 0;
 14 }
 15 pro(double a[],int n,double product)
 16 {
 17     if(n=0)
 18     return 1;
 19     else
 20     probuct=a[n-1]*pro(a,n,product);
 21     
 22     return product;
 23 }",ID,NoDef,0
prog12399,"  1 #include<stdio.h>
  2 int prd
  3 int main()
  4 {
  5 int N,i;
  6 scanf(""%d"",&N);//taking the input.
  7 int a[N];
  8 for(i=0;i<N;i++)
  9  scanf(""%d"",&a[i]);//storing the numbers into integer array.
 10 char pd[4*N];
 11 for(i=0;i<4*N;i++)
 12   pd[i]='1';
 13  
 14     return 0;
 15 }",Bound,Lost,1
prog22223,"  1 #include<stdio.h>
  2 
  3 int multiply(int m,int n)
  4 {
  5     if(n==1) return m;
  6     if(n<1) return 0;
  7     else return m+multiply(m,n-1);
  8 }
  9 
 10 int main()
 11 {
 12     int N;
 13     int i=0;
 14     scanf(""%d\n"",&N);
 15     int num[N];
 16     for(i=0;i<N;i++)
 17         scanf(""%d "",&num[i]);
 18     int multi=1;
 19     if(n%2==0)
 20     {
 21         while(i<N-1)
 22         {
 23             multi=multi*multiply(num[i],num[i+1]);
 24             i=i+2;
 25         }
 26     }
 27     printf(""%d "",multi);
 28     
 29     
 30     return 0;
 31 }",ID,NoDef,0
prog52315,"  1 #include<stdio.h>
  2 int product(int a[],int N);
  3 int product(int a[],int N)
  4 {
  5     if(N-1>=0)
  6     return (product(a,N-1)*a[N-1]);
  7     else
  8     return 0;
  9 }
 10 
 11 int main()
 12 {
 13     int N,p;
 14     scanf(""%d"",&N);
 15     int a[N];
 16     for(i=0;i<N;i++)
 17     scanf(""%d"",&a[i]);
 18     p=product(a,N);
 19     printf(""%d"",p);
 20     
 21     return 0;
 22 }",ID,NoDef,0
prog43335,"  1 #include<stdio.h>
  2 long func(int a[],int n)
  3 {
  4     static long p=1;         //static is used since we want to initilize p=1 only one time
  5     if(n==0)
  6     return p;
  7     p=p*a[n-1];               
  8     return func(a,n-1);
  9 }
 10 int main()
 11 {
 12     int b[m],m;
 13     scanf(""%d\n"",&m);
 14     for(int i=0;i<m;i++)      //taking inputs to array
 15     scanf(""%d"",&b[i]);
 16     printf(""%ld"",func(b,m));  //calling function
 17     return 0;
 18 }",ID,NoDef,0
